id,event_id,innings,overs,ball_no,match_ball_no,innings_runs,innings_wickets,innings_target,innings_remaining_runs,innings_remaining_balls,run_rate_required,bowler_id,batter_id,batter_balls_faced,batter_runs,nonstriker_id,nonstriker_balls_faced,nonstriker_runs,outcome,wickets_lost,wicket_how,date,text,short_text,home_score,away_score,score_value,sequence,bbb_timestamp,play_type_id,bowler_name,bowler_short_name,bowler_full_name,bowler_team_id,bowler_team_name,bowler_maidens,bowler_balls,bowler_wickets,bowler_overs,bowler_conceded,batsman_striker_name,batsman_striker_short_name,batsman_striker_full_name,batsman_striker_team_id,batsman_striker_team_name,batsman_striker_fours,batsman_striker_sixes,batsman_striker_runs,batsman_nonstriker_name,batsman_nonstriker_short_name,batsman_nonstriker_full_name,batsman_nonstriker_team_id,batsman_nonstriker_team_name,batsman_nonstriker_fours,batsman_nonstriker_sixes,batsman_nonstriker_runs,innings_id,innings_run_rate,innings_byes,innings_number,innings_no_balls,innings_leg_byes,innings_ball_limit,innings_session,innings_day,innings_remaining_overs,innings_total_runs,innings_wides,over_balls,over_complete,over_limit,over_maiden,over_no_ball,over_byes,over_leg_byes,over_number,over_runs,over_wickets,over_actual,over_unique,dismissal_dismissal,dismissal_bowled,dismissal_minutes,dismissal_bowler_id,dismissal_bowler_name,dismissal_batsman_id,dismissal_batsman_name
11050,226374,1.0,1.5,5.0,11.0,11.0,0.0,0.0,,109.0,,45888.0,5702.0,9.0,6.0,6513.0,2.0,5.0,four,0.0,,2006-01-09T00:00Z,"Kruger to Hopes, good length delivery, Hopes drives it away straight back past the bowler, all along the carpet, good timing, 4 runs","Kruger to Hopes, FOUR",11/0,0,4.0,100105.0,0.0,3,Garnett Kruger,Kruger,Garnett John-Peter Kruger,3.0,South Africa,0.0,5.0,0.0,0.5,6.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,4.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,1.0,0.0,0.0,11323,6.0,0.0,1.0,0.0,0.0,120.0,1.0,1.0,18.1,4.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.5,1.05,False,False,0.0,45888.0,Garnett Kruger,5702.0,James Hopes
11060,226374,1.0,1.6,6.0,12.0,11.0,0.0,0.0,,108.0,,45888.0,5702.0,10.0,6.0,6513.0,2.0,5.0,no run,0.0,,2006-01-09T00:00Z,"Kruger to Hopes, down the leg side, Hopes drives on the on side, no runs, fielded by Hall who did not have to move, half a meter either side would have been 4","Kruger to Hopes, no run",11/0,0,0.0,100106.0,0.0,2,Garnett Kruger,Kruger,Garnett John-Peter Kruger,3.0,South Africa,0.0,6.0,0.0,1.0,6.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,1.0,0.0,0.0,11323,5.5,0.0,1.0,0.0,0.0,120.0,1.0,1.0,18.0,0.0,0.0,6.0,True,20.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.6,1.06,False,False,0.0,45888.0,Garnett Kruger,5702.0,James Hopes
12010,226374,1.0,2.1,1.0,13.0,17.0,0.0,0.0,,107.0,,46774.0,6513.0,3.0,11.0,5702.0,10.0,6.0,six,0.0,,2006-01-09T00:00Z,"Pollock to Martyn,s hort of length but down leg, Martyn pulls, 6 runs","Pollock to Martyn, SIX",17/0,0,6.0,100201.0,0.0,4,Shaun Pollock,Pollock,Shaun Maclean Pollock,3.0,South Africa,0.0,7.0,0.0,1.1,11.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,1.0,1.0,6.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,11323,7.84,0.0,1.0,0.0,0.0,120.0,1.0,1.0,17.5,6.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,2.1,2.01,False,False,0.0,46774.0,Shaun Pollock,6513.0,Damien Martyn
12020,226374,1.0,2.2,2.0,14.0,17.0,0.0,0.0,,106.0,,46774.0,6513.0,4.0,11.0,5702.0,10.0,6.0,no run,0.0,,2006-01-09T00:00Z,"Pollock to Martyn, just short of a length, Martyn plays and misses, shuffled down, swing and a miss, no runs","Pollock to Martyn, no run",17/0,0,0.0,100202.0,0.0,2,Shaun Pollock,Pollock,Shaun Maclean Pollock,3.0,South Africa,0.0,8.0,0.0,1.2,11.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,1.0,1.0,0.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,11323,7.28,0.0,1.0,0.0,0.0,120.0,1.0,1.0,17.4,0.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,2.2,2.02,False,False,0.0,46774.0,Shaun Pollock,6513.0,Damien Martyn
12030,226374,1.0,2.3,3.0,15.0,21.0,0.0,0.0,,105.0,,46774.0,6513.0,5.0,15.0,5702.0,10.0,6.0,four,0.0,,2006-01-09T00:00Z,"Pollock to Martyn, line and length, Martyn drives the ball through the off side, 4 runs","Pollock to Martyn, FOUR",21/0,0,4.0,100203.0,0.0,3,Shaun Pollock,Pollock,Shaun Maclean Pollock,3.0,South Africa,0.0,9.0,0.0,1.3,15.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,4.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,11323,8.4,0.0,1.0,0.0,0.0,120.0,1.0,1.0,17.3,4.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,2.3,2.03,False,False,0.0,46774.0,Shaun Pollock,6513.0,Damien Martyn
12040,226374,1.0,2.4,4.0,16.0,22.0,0.0,0.0,,104.0,,46774.0,6513.0,6.0,16.0,5702.0,10.0,6.0,run,0.0,,2006-01-09T00:00Z,"Pollock to Martyn, good length but down leg, Martyn drives it away, 1 run, fielded by Rudolph deepish at mid-on","Pollock to Martyn, 1 run",22/0,0,1.0,100204.0,0.0,1,Shaun Pollock,Pollock,Shaun Maclean Pollock,3.0,South Africa,0.0,10.0,0.0,1.4,16.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,1.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,11323,8.25,0.0,1.0,0.0,0.0,120.0,1.0,1.0,17.2,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,2.4,2.04,False,False,0.0,46774.0,Shaun Pollock,6513.0,Damien Martyn
12050,226374,1.0,2.5,5.0,17.0,23.0,0.0,0.0,,103.0,,46774.0,5702.0,11.0,7.0,6513.0,6.0,16.0,run,0.0,,2006-01-09T00:00Z,"Pollock to Hopes, good length but down leg, Hopes defends it to the on side, just forward of square leg, 1 run","Pollock to Hopes, 1 run",23/0,0,1.0,100205.0,0.0,1,Shaun Pollock,Pollock,Shaun Maclean Pollock,3.0,South Africa,0.0,11.0,0.0,1.5,17.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,1.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,0.0,11323,8.11,0.0,1.0,0.0,0.0,120.0,1.0,1.0,17.1,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,2.5,2.05,False,False,0.0,46774.0,Shaun Pollock,5702.0,James Hopes
12060,226374,1.0,2.6,6.0,18.0,23.0,0.0,0.0,,102.0,,46774.0,6513.0,7.0,16.0,5702.0,11.0,7.0,no run,0.0,,2006-01-09T00:00Z,"Pollock to Martyn, line and length, Martyn cuts bottom edge into the ground and keeper, no runs, fielded by Boucher","Pollock to Martyn, no run",23/0,0,0.0,100206.0,0.0,2,Shaun Pollock,Pollock,Shaun Maclean Pollock,3.0,South Africa,0.0,12.0,0.0,2.0,17.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,0.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,11323,7.66,0.0,1.0,0.0,0.0,120.0,1.0,1.0,17.0,0.0,0.0,6.0,True,20.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,2.6,2.06,False,False,0.0,46774.0,Shaun Pollock,6513.0,Damien Martyn
13010,226374,1.0,3.1,1.0,19.0,23.0,0.0,0.0,,101.0,,45888.0,5702.0,12.0,7.0,6513.0,7.0,16.0,no run,0.0,,2006-01-09T00:00Z,"Kruger to Hopes, good line and length delivery, Hopes drives the ball through the off side, no runs, fielded by Gibbs","Kruger to Hopes, no run",23/0,0,0.0,100301.0,0.0,2,Garnett Kruger,Kruger,Garnett John-Peter Kruger,3.0,South Africa,0.0,7.0,0.0,1.1,6.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,0.0,11323,7.26,0.0,1.0,0.0,0.0,120.0,1.0,1.0,16.5,0.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,3.1,3.01,False,False,0.0,45888.0,Garnett Kruger,5702.0,James Hopes
13020,226374,1.0,3.2,2.0,20.0,24.0,0.0,0.0,,100.0,,45888.0,5702.0,13.0,8.0,6513.0,7.0,16.0,run,0.0,,2006-01-09T00:00Z,"Kruger to Hopes, good length delivery, Hopes drives the ball through the off side, 1 run, fielded by Smith who fires back, misses at the bowlers end, was just safe","Kruger to Hopes, 1 run",24/0,0,1.0,100302.0,0.0,1,Garnett Kruger,Kruger,Garnett John-Peter Kruger,3.0,South Africa,0.0,8.0,0.0,1.2,7.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,1.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,0.0,11323,7.2,0.0,1.0,0.0,0.0,120.0,1.0,1.0,16.4,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,3.2,3.02,False,False,0.0,45888.0,Garnett Kruger,5702.0,James Hopes
13030,226374,1.0,3.3,3.0,21.0,25.0,0.0,0.0,,99.0,,45888.0,6513.0,8.0,17.0,5702.0,13.0,8.0,run,0.0,,2006-01-09T00:00Z,"Kruger to Martyn, too full and on the pads, Martyn pushes forward digs the yorker out to the off, 1 run","Kruger to Martyn, 1 run",25/0,0,1.0,100303.0,0.0,1,Garnett Kruger,Kruger,Garnett John-Peter Kruger,3.0,South Africa,0.0,9.0,0.0,1.3,8.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,1.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,11323,7.14,0.0,1.0,0.0,0.0,120.0,1.0,1.0,16.3,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,3.3,3.03,False,False,0.0,45888.0,Garnett Kruger,6513.0,Damien Martyn
13040,226374,1.0,3.4,4.0,22.0,26.0,0.0,0.0,,98.0,,45888.0,5702.0,14.0,9.0,6513.0,8.0,17.0,run,0.0,,2006-01-09T00:00Z,"Kruger to Hopes, good line and length delivery slower ball, chips over the bowler, Hopes drives it away, 1 run","Kruger to Hopes, 1 run",26/0,0,1.0,100304.0,0.0,1,Garnett Kruger,Kruger,Garnett John-Peter Kruger,3.0,South Africa,0.0,10.0,0.0,1.4,9.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,1.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,0.0,11323,7.09,0.0,1.0,0.0,0.0,120.0,1.0,1.0,16.2,1.0,0.0,6.0,False,20.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,3.4,3.04,False,False,0.0,45888.0,Garnett Kruger,5702.0,James Hopes
13050,226374,1.0,3.5,5.0,23.0,30.0,0.0,0.0,,97.0,,45888.0,6513.0,9.0,17.0,5702.0,14.0,9.0,bye,0.0,,2006-01-09T00:00Z,"Kruger to Martyn, good length but down leg, Martyn plays and misses the ball, cuts back at the leg side, Boucher dives but can not get to it, well bowled, 4 byes, fielded by Boucher","Kruger to Martyn, 4 byes",30/0,0,4.0,100305.0,0.0,7,Garnett Kruger,Kruger,Garnett John-Peter Kruger,3.0,South Africa,0.0,11.0,0.0,1.5,9.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,0.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,11323,7.82,4.0,1.0,0.0,0.0,120.0,1.0,1.0,16.1,4.0,0.0,6.0,False,20.0,0.0,0.0,4.0,0.0,4.0,8.0,0.0,3.5,3.05,False,False,0.0,45888.0,Garnett Kruger,6513.0,Damien Martyn
13060,226374,1.0,3.6,6.0,24.0,31.0,0.0,0.0,,96.0,,45888.0,6513.0,10.0,18.0,5702.0,14.0,9.0,run,0.0,,2006-01-09T00:00Z,"Kruger to Martyn, good line and length, Martyn defends, 1 run","Kruger to Martyn, 1 run",31/0,0,1.0,100306.0,0.0,1,Garnett Kruger,Kruger,Garnett John-Peter Kruger,3.0,South Africa,0.0,12.0,0.0,2.0,10.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,1.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,11323,7.75,0.0,1.0,0.0,0.0,120.0,1.0,1.0,16.0,1.0,0.0,6.0,True,20.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,3.6,3.06,False,False,0.0,45888.0,Garnett Kruger,6513.0,Damien Martyn
14010,226374,1.0,4.1,1.0,25.0,32.0,0.0,0.0,,95.0,,46774.0,6513.0,11.0,19.0,5702.0,14.0,9.0,run,0.0,,2006-01-09T00:00Z,"Pollock to Martyn, length but down leg, Martyn defends chips to the on side, beaten by the slower ball, 1 run","Pollock to Martyn, 1 run",32/0,0,1.0,100401.0,0.0,1,Shaun Pollock,Pollock,Shaun Maclean Pollock,3.0,South Africa,0.0,13.0,0.0,2.1,18.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,1.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,11323,7.68,0.0,1.0,0.0,0.0,120.0,1.0,1.0,15.5,1.0,0.0,7.0,False,20.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,4.1,4.01,False,False,0.0,46774.0,Shaun Pollock,6513.0,Damien Martyn
14020,226374,1.0,4.2,2.0,26.0,33.0,0.0,0.0,,94.0,,46774.0,5702.0,15.0,10.0,6513.0,11.0,19.0,run,0.0,,2006-01-09T00:00Z,"Pollock to Hopes, leg side delivery, Hopes on the back foot defending forward of square leg, 1 run","Pollock to Hopes, 1 run",33/0,0,1.0,100402.0,0.0,1,Shaun Pollock,Pollock,Shaun Maclean Pollock,3.0,South Africa,0.0,14.0,0.0,2.2,19.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,1.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,0.0,11323,7.61,0.0,1.0,0.0,0.0,120.0,1.0,1.0,15.4,1.0,0.0,7.0,False,20.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,4.2,4.02,False,False,0.0,46774.0,Shaun Pollock,5702.0,James Hopes
14030,226374,1.0,4.3,3.0,27.0,33.0,0.0,0.0,,93.0,,46774.0,6513.0,12.0,19.0,5702.0,15.0,10.0,no run,0.0,,2006-01-09T00:00Z,"Pollock to Martyn, good line and length, Martyn misses the ball as it leaves him through the air and off the pitch, no runs","Pollock to Martyn, no run",33/0,0,0.0,100403.0,0.0,2,Shaun Pollock,Pollock,Shaun Maclean Pollock,3.0,South Africa,0.0,15.0,0.0,2.3,19.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,1.0,0.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,11323,7.33,0.0,1.0,0.0,0.0,120.0,1.0,1.0,15.3,0.0,0.0,7.0,False,20.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,4.3,4.03,False,False,0.0,46774.0,Shaun Pollock,6513.0,Damien Martyn
14040,226374,1.0,4.4,4.0,28.0,39.0,0.0,0.0,,92.0,,46774.0,6513.0,13.0,25.0,5702.0,15.0,10.0,six,0.0,,2006-01-09T00:00Z,"Pollock to Martyn, good length delivery, Martyn drives it away, in the arc, gets under it and out the middle of the bat, climbs well over long-on, 6 runs","Pollock to Martyn, SIX",39/0,0,6.0,100404.0,0.0,4,Shaun Pollock,Pollock,Shaun Maclean Pollock,3.0,South Africa,0.0,16.0,0.0,2.4,25.0,Damien Martyn,Martyn,Damien Richard Martyn,2.0,Australia,2.0,2.0,6.0,James Hopes,Hopes,James Redfern Hopes,2.0,Australia,1.0,0.0,0.0,11323,8.35,0.0,1.0,0.0,0.0,120.0,1.0,1.0,15.2,6.0,0.0,7.0,False,20.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,4.4,4.04,False,False,0.0,46774.0,Shaun Pollock,6513.0,Damien Martyn
